Title,Impact factor,Publisher,Categories
Journal of Surfactants and Detergents,,,
Journal of Surgical Case Reports,,,
Journal of Surgical Education,,,
Journal of Surgical Oncology,,,
Journal of Surgical Research,,,
Journal of Survey in Fisheries Sciences,,,
Journal of Survey Statistics and Methodology,,,
"Journal of Surveying Engineering	 - ASCE",,,
Journal of Sustainability Science and Management,,,
Journal of Sustainable Architecture and Civil Engineering,,,
Journal of Sustainable Cement-Based Materials,,,
"Journal of Sustainable Development of Energy	 Water and Environment Systems",,,
Journal of Sustainable Finance and Investment,,,
Journal of Sustainable Forestry,,,
Journal of Sustainable Metallurgy,,,
Journal of Sustainable Mining,,,
Journal of Sustainable Real Estate,,,
Journal of Sustainable Tourism,,,
Journal of Sustainable Water in the Built Environment,,,
Journal of Swine Health and Production,,,
Journal of Symbolic Computation,,,
Journal of Symbolic Logic,,,
Journal of Symplectic Geometry,,,
Journal of Synchrotron Radiation,,,
Journal of System and Management Sciences,,,
Journal of Systematic Palaeontology,,,
Journal of Systematics and Evolution,,,
Journal of Systems and Information Technology,,,
Journal of Systems and Software,,,
Journal of Systems Architecture,,,
Journal of Systems Engineering and Electronics,,,
Journal of Systems Science and Complexity,,,
Journal of Systems Science and Systems Engineering,,,
Journal of Taibah University Medical Sciences,,,
Journal of Taiwan Agricultural Engineering,,,
Journal of Taiwan Society of Naval Architects and Marine Engineers,,,
Journal of Taxation,,,
Journal of Teacher Education,,,
Journal of Teacher Education for Sustainability,,,
Journal of Teaching and Learning for Graduate Employability,,,
Journal of Teaching in International Business,,,
Journal of Teaching in Physical Education,,,
Journal of Teaching in Social Work,,,
Journal of Teaching in Travel and Tourism,,,
Journal of Technical Education and Training,,,
Journal of Technical Writing and Communication,,,
Journal of Technology,,,
Journal of Technology and Chinese Language Teaching,,,
Journal of Technology and Science Education,,,
Journal of Technology Education,,,
Journal of Technology in Human Services,,,
Journal of Technology Management and Innovation,,,
Journal of Technology Transfer,,,
"Journal of Technology	 Management	 and Applied Engineering",,,
Journal of Tehran University Heart Center,,,
Journal of Tekirdag Agricultural Faculty,,,
Journal of Telecommunications and Information Technology,,,
Journal of Telemedicine and Telecare,,,
Journal of Terramechanics,,,
Journal of Testing and Evaluation,,,
"Journal of Textile and Apparel	 Technology and Management",,,
Journal of Textile Engineering,,,
Journal of Texture Studies,,,
Journal of the Academy of Marketing Science,,,
Journal of the Academy of Nutrition and Dietetics,,,
Journal of the ACM,,,
Journal of the Acoustical Society of America,,,
Journal of the Acoustical Society of Korea,,,
Journal of the Air and Waste Management Association,,,
Journal of the Alamire Foundation,,,
Journal of the American Academy of Audiology,,,
Journal of the American Academy of Child and Adolescent Psychiatry,,,
Journal of the American Academy of Dermatology,,,
Journal of the American Academy of Orthopaedic Surgeons Global Research and Reviews,,,
"Journal of the American Academy of Orthopaedic Surgeons	 The",,,
Journal of the American Academy of Psychiatry and the Law,,,
Journal of the American Academy of Religion,,,
Journal of the American Animal Hospital Association,,,
Journal of the American Association for Laboratory Animal Science,,,
Journal of the American Association of Nurse Practitioners,,,
Journal of the American Board of Family Medicine,,,
Journal of the American Ceramic Society,,,
Journal of the American Chemical Society,,,
Journal of the American College of Cardiology,,,
Journal of the American College of Clinical Wound Specialists,,,
Journal of the American College of Nutrition,,,
Journal of the American College of Radiology,,,
Journal of the American College of Surgeons,,,
Journal of the American Dental Association,,,
Journal of the American Geriatrics Society,,,
Journal of the American Health Information Management Association,,,
Journal of the American Heart Association,,,
Journal of the American Helicopter Society,,,
Journal of The American Institute for Conservation,,,
Journal of the American Leather Chemists Association,,,
Journal of the American Mathematical Society,,,
Journal of the American Medical Directors Association,,,
Journal of the American Medical Informatics Association : JAMIA,,,
Journal of the American Mosquito Control Association,,,
Journal of the American Musical Instrument Society,,,
Journal of the American Musicological Society,,,
Journal of the American Oriental Society,,,
"Journal of the American Osteopathic Association	 The",,,
Journal of the American Pharmacists Association : JAPhA,,,
Journal of the American Philosophical Association,,,
Journal of the American Planning Association,,,
Journal of the American Podiatric Medical Association,,,
Journal of the American Pomological Society,,,
Journal of the American Psychiatric Nurses Association,,,
Journal of the American Psychoanalytic Association,,,
Journal of the American Society for Horticultural Science,,,
Journal of the American Society for Mass Spectrometry,,,
Journal of the American Society of Brewing Chemists,,,
Journal of the American Society of Cytopathology,,,
Journal of the American Society of Echocardiography,,,
Journal of the American Society of Hypertension,,,
Journal of the American Society of Nephrology : JASN,,,
Journal of the American Statistical Association,,,
Journal of the American Taxation Association,,,
Journal of the American Veterinary Medical Association,,,
Journal of the American Water Resources Association,,,
Journal of the Anatomical Society of India,,,
Journal of the Anthropological Society of South Australia,,,
Journal of the ASEAN Federation of Endocrine Societies,,,
Journal of the Asian Pacific Economy,,,
Journal of the Association for Information Science and Technology,,,
Journal of the Association for Information Systems,,,
Journal of the Association of Environmental and Resource Economists,,,
Journal of the Association of Medical Microbiology and Infectious Disease Canada,,,
Journal of the Association of Nurses in AIDS Care,,,
"Journal of the Association of Physicians of India	 The",,,
Journal of the Astronautical Sciences,,,
Journal of the Australasian Tax Teachers Association,,,
Journal of the Australian and New Zealand Student Services Association,,,
Journal of the Australian Ceramic Society,,,
Journal of the Australian Early Medieval Association,,,
Journal of the Australian Library and Information Association,,,
Journal of the Australian Mathematical Society,,,
Journal of the Austrian Society of Agricultural Economics,,,
Journal of the Balkan Tribological Association,,,
Journal of the Belgian Society of Radiology,,,
Journal of the Bombay Natural History Society,,,
Journal of the Botanical Research Institute of Texas,,,
Journal of the Brazilian Chemical Society,,,
Journal of the Brazilian Computer Society,,,
Journal of the Brazilian Society of Mechanical Sciences and Engineering,,,
Journal of the British Archeological Association,,,
Journal of the British Society for Phenomenology,,,
Journal of the Canadian Academy of Child and Adolescent Psychiatry,,,
Journal of the Canadian Chiropractic Association,,,
Journal of the Canadian Dental Association,,,
Journal of the Canadian Health Libraries Association,,,
Journal of the Canadian Society of Forensic Science,,,
Journal of the Canadian Urological Association,,,
Journal of the Ceramic Society of Japan,,,
Journal of the Chemical Society of Pakistan,,,
Journal of the Chilean Chemical Society,,,
Journal of the Chinese Cereals and Oils Association,,,
Journal of the Chinese Chemical Society,,,
Journal of the Chinese Institute of Civil and Hydraulic Engineering,,,
"Journal of the Chinese Institute of Engineers	 Transactions of the Chinese Institute of Engineers	Series A/Chung-kuo Kung Ch'eng Hsuch K'an",,,
Journal of the Chinese Medical Association,,,
Journal of the Chinese Society of Corrosion and Protection,,,
"Journal of the Chinese Society of Mechanical Engineers	 Transactions of the Chinese Institute of Engineers	 Series C/Chung-Kuo Chi Hsueh Kung Ch'eng Hsuebo Pao",,,
Journal of the Civil War Era,,,
Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,,,
Journal of the Dermatology Nurses' Association,,,
Journal of the Early Republic,,,
Journal of the Earth and Space Physics,,,
Journal of the Economic and Social History of the Orient,,,
Journal of the Economics of Ageing,,,
Journal of the Egyptian National Cancer Institute,,,
"Journal of the Egyptian Public Health Association	 The",,,
Journal of the Egyptian Women's Dermatologic Society,,,
Journal of the Electrochemical Society,,,
Journal of the Endocrine Society,,,
Journal of the Energy Institute,,,
Journal of the Entomological Research Society,,,
Journal of the European Academy of Dermatology and Venereology,,,
Journal of the European Ceramic Society,,,
Journal of the European Economic Association,,,
Journal of the European Mathematical Society,,,
Journal of the European Optical Society,,,
Journal of the European Pentecostal Theological Association,,,
Journal of the Experimental Analysis of Behavior,,,
"Journal of the Faculty of Agriculture	 Kyushu University (discontinued)",,,
Journal of the Faculty of Engineering and Architecture of Gazi University,,,
Journal of the Formosan Medical Association,,,
Journal of the Franklin Institute,,,
Journal of the Geodetic Society of Japan,,,
Journal of the Geographical Institute Jovan Cvijic SASA,,,
Journal of the Geological Society,,,
Journal of the Geological Society of India,,,
Journal of the Geological Society of Korea,,,
Journal of the Geothermal Research Society of Japan,,,
Journal of the Gilded Age and Progressive Era,,,
Journal of the Hellenic Veterinary Medical Society,,,
Journal of the History of Biology,,,
Journal of the History of Collections,,,
Journal of the History of Economic Thought,,,
Journal of the History of Ideas,,,
Journal of the History of International Law,,,
Journal of the History of Medicine and Allied Sciences,,,
Journal of the History of Philosophy,,,
Journal of the History of the Behavioral Sciences,,,
Journal of the History of the Neurosciences,,,
Journal of the Hong Kong College of Cardiology,,,
Journal of the IEST,,,
Journal of the Illuminating Engineering Institute of Japan (Shomei Gakkai Shi),,,
Journal of the Indian Academy of Wood Science,,,
Journal of the Indian Chemical Society,,,
Journal of the Indian Institute of Science,,,
Journal of the Indian Mathematical Society,,,
Journal of the Indian Medical Association,,,
Journal of the Indian Ocean Region,,,
Journal of the Indian Society of Pedodontics and Preventive Dentistry,,,
Journal of the Indian Society of Remote Sensing,,,
Journal of the Indian Society of Soil Science,,,
Journal of the Indonesian Tropical Animal Agriculture,,,
Journal of the Institute of Brewing,,,
Journal of the Institute of Conservation,,,
Journal of the Institute of Electrical Engineers of Japan,,,
Journal of the Institute of Image Electronics Engineers of Japan,,,
Journal of the Institute of Mathematics of Jussieu,,,
Journal of the Institute of Telecommunications Professionals,,,
Journal of The Institution of Engineers (India): Series A,,,
Journal of The Institution of Engineers (India): Series B,,,
Journal of The Institution of Engineers (India): Series C,,,
Journal of The Institution of Engineers (India): Series D,,,
Journal of The Institution of Engineers (India): Series E,,,
Journal of the Intensive Care Society,,,
Journal of the International AIDS Society,,,
Journal of the International Association for Shell and Spatial Structures,,,
Journal of the International Association of Providers of AIDS Care,,,
Journal of the International Neuropsychological Society,,,
Journal of the International Phonetic Association,,,
Journal of the International Society for Southeast Asian Agricultural Sciences,,,
Journal of the International Society of Sports Nutrition,,,
Journal of the Iranian Chemical Society,,,
Journal of the Iranian Statistical Society,,,
Journal of the Japan Diabetes Society,,,
